name_file,Frames_N,Average_OpenPose_kps,Average_Openpose_Porc_%,Average_AlphaPose_kps,Average_AlphaPose_Porc_%,Average_euclidean_distance_all points,Average_euclidean_distance_each_point:,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
19_freekick,57,24.105263157894736,96.42105263157895,25.0,100.0,20.048745532617914,,1.769163248604315,16.354296454547633,3.297252838420507,3.6891554879678514,4.254269821174694,1.177586922555756,4.329106125525711,1.4814010715633044,7.070959972071536,8.301490728167664,2.9268973058392165,2.316540190376983,9.958038944100679,3.436439683214125,1.699921881772806,4.968834340611455,4.554295044053975,1.463809314708139,2.2361865800261196,5.299000374830188,2.931045771189398
18_freekick1,44,22.568181818181817,90.27272727272727,,,,,,,,,,,,,,,,,,,,,,,,,
18_freekick,57,22.75438596491228,91.01754385964912,25.0,100.0,46.88418361588046,,2.1485332106048167,20.978184014837446,3.1354647456223774,3.474504935028703,5.393574046703159,3.027587387210418,5.805570052076008,1.2018948711378512,4.893108407662139,3.661232020408587,1.3392139373825909,2.2422241329329267,2.4892532591079415,4.833904320831176,2.5810991784870945,3.2824966333324337,9.902842284463775,2.7253493437717395,1.794957932055389,8.713184242590122,1.971471948403386
13_freekick,102,22.107843137254903,88.43137254901961,,,,,,,,,,,,,,,,,,,,,,,,,
11_freekick,66,23.606060606060606,94.42424242424242,25.0,100.0,55.76494700747811,,0.8284432458200622,24.508875559084718,4.6060113455686515,3.8736547090486395,1.6260376240440486,1.4657826828763256,1.370741197128613,4.384235470982731,6.008530004097818,11.04448459271,9.826383640443114,1.550566635982635,5.67562805119789,6.721454508691615,4.16473254471858,4.297299981868334,1.636592746075335,2.1164071201599213,3.6252035895549977,3.0501298712071563,4.4150129446149435
21_freekick,70,22.34285714285714,89.37142857142857,25.0,100.0,49.550871406409726,,7.613552436762364,21.24554996985917,5.939652295454023,11.639189809383895,498.0979459208376,2.1462502561921553,7.190790072259175,1.6754668920880764,4.865623254951373,1.5652945488229517,4.568473503923483,0.8435749489998554,4.489954261761272,4.062467671462914,6.633126923175709,6.544762925857731,13.16482446395975,5.820636495198728,7.60031003856668,5.015391836067599,3.382119581822672
19_freekick1,63,22.38095238095238,89.52380952380952,,,,,,,,,,,,,,,,,,,,,,,,,
19_freekick2,138,23.804347826086957,95.21739130434783,,,,,,,,,,,,,,,,,,,,,,,,,
23_freekick,57,22.63157894736842,90.52631578947368,,,,,,,,,,,,,,,,,,,,,,,,,
25_freekick,46,24.08695652173913,96.34782608695652,25.0,100.0,26.63637946308347,,2.4235074532431757,9.86056410495555,0.8932101738014834,1.42660687986535,0.2409369793254181,1.162208951345061,3.683498353866916,2.449804789207751,1.9742863325119036,5.291401331917054,0.9432815118114597,1.6689147012249608,5.446728709441022,1.134706391900821,1.355745437174825,6.356047829647491,8.92530895780725,2.651951067068298,2.3257540485122723,3.2524312702203213,1.023048320088612
25_freekick1,43,24.46511627906977,97.86046511627907,25.0,100.0,13.719319151750527,,2.593716903212245,9.871527190320696,2.859135880275888,17.256372453702724,36.4043946996634,5.146412613493134,1.0925570717463118,5.247145668002922,2.7018581936242447,3.5129316759720033,1.9205949549319548,1.062022449146182,4.00871195558037,2.479570770134917,2.9995151561990716,1.154571786469236,1.0534796435690637,0.31076599800387694,2.2737850124817705,3.144359692801247,1.6614256404678618
17_penalty,23,22.82608695652174,91.30434782608695,25.0,100.0,80.83699374274622,,4.032477505329337,20.56010098748196,4.530341880726816,4.960618807552666,4.968668878724171,5.721918897903873,4.378586489386852,14.883282936990728,2.0626884421319716,10.683321657703123,7.218677519571512,0.7069322156546151,11.541800799301758,4.793171323132101,3.83852998414804,5.768821631703505,11.85869604981839,5.370283490415694,9.608680894309225,9.458097167419458,7.347725935294307
16_penalty1,64,23.0,92.0,25.0,100.0,81.1923795795258,,4.889681889257416,37.143605516160875,6.640752290859329,1.8538401808026796,0.11526194123995362,3.7032048327600213,17.63729109644805,3.4243727053536843,9.665278420273268,6.395361999830627,9.027547816004361,9.217262956651183,13.357195880633292,12.789440261769776,9.130403432413708,5.695478567645797,1.5383880978463131,3.322143850977914,7.048571031170036,6.390100740759933,1.046235754793557
