name_file,Frames_N,Average_OpenPose_kps,Average_Openpose_Porc_%,Average_AlphaPose_kps,Average_AlphaPose_Porc_%,Average_euclidean_distance_all points,Average_euclidean_distance_each_point:,Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel
14_penalty1,75,23.346666666666668,93.38666666666667,25.0,100.0,17.078496237907903,,229.34622746356803,11.38637691373107,2.340958752346578,2.1794530255006053,5.224381517215233,0.9270074582093932,1.8870663424761223,1.6915578492779249,1.0425605123674302,2.3097105206728537,1.3959893682148716,0.9185178037042017,3.9459857674269174,1.6058377915113347,0.6523070651914886,4.159288030397802,5.664569661353023,2.1789330712187116,3.301271085409298,2.8331509689529826,3.1767768526020026
14_penalty,82,23.878048780487806,95.51219512195122,,,,,,,,,,,,,,,,,,,,,,,,,
12_penalty,116,23.353448275862068,93.41379310344827,25.0,100.0,34.24028026521492,,3.7806488485228416,11.030320101381369,2.9537970898052657,0.9729819017823425,3.175401854298061,2.1846423455981596,5.569527965951052,0.7204000887722417,2.5634301061687554,2.4035042809741656,4.599212226876333,4.633934321682447,3.172511955894675,0.9293015535206111,2.6606766236252732,2.14967104929863,4.728803894007321,1.372135337574927,625.0768531198302,623.6635011249442,2.0558211330612974
17_penalty1,77,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
11_freekick1,57,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
13_freekick1,91,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
13_freekick2,105,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
18_freekick2,69,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
21_freekick1,70,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
22_freekick1,79,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
9_penalty,54,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
5_penalty7,51,23.019607843137255,92.07843137254902,,,,,,,,,,,,,,,,,,,,,,,,,
5_penalty6,72,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
5_penalty5,46,22.82608695652174,91.30434782608695,25.0,100.0,27.197429772387572,,3.52976564716211,7.393766007703628,1.2153671818583005,11.431670042387976,34.89763814788279,0.6513108072331679,1.0645898732595869,3.982532088873878,0.6169939319260245,1.9760341326361501,1.9322390530032965,1.9188912101398865,2.703413810115748,0.6978982673719333,1.2948393586316413,1.2748019398742136,1.1726185185752276,0.6639373899916913,1.7793030383216315,1.1633201186582398,1.9882425254567
5_penalty4,51,20.058823529411764,80.23529411764706,,,,,,,,,,,,,,,,,,,,,,,,,
5_penalty2,45,22.488888888888887,89.95555555555555,,,,,,,,,,,,,,,,,,,,,,,,,
5_penalty,43,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
4_penalty5,63,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
9_penalty1,42,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
10_penalty1,61,20.40983606557377,81.63934426229508,25.0,100.0,87.58863190312803,,239.94740399056525,18.259699018873462,3.221864667641142,0.3262568988309078,1.3741633483468876,2.5197218611947507,3.7369491005462345,4.768386954428976,5.6048498510393365,3.197712542076396,1.4482939776460921,3.043748399193561,5.591148041571736,3.995255804367677,2.412451101160889,6.127934106335272,2.677629501313112,2.187672151308759,5.59585112885707,1.220737366748064,2.764544681416249
6_freekick,31,23.967741935483872,95.87096774193549,25.0,100.0,19.18874472683936,,3.058174695511207,9.756585616200988,3.40705169494768,1.1743931166814023,2.603178631167947,0.8154274585812389,4.191118983523804,3.842801676046539,1.6022305633207194,4.378093098572941,2.4094984957353756,1.9156620698822795,4.2383182908793415,2.740259726512758,1.3915691948698017,3.2559003495051924,5.965384754092385,2.6054455867598856,2.4378510967712073,2.4857397584870915,4.924241979878949
1_freekick,63,23.761904761904763,95.04761904761905,25.0,100.0,52.17050899583043,,4.375967403292221,21.41713560258692,1.1883518368875328,2.0811790486295343,1.2926111582418125,1.8234978854465147,0.9346716591217683,0.7700945585506913,2.6525014390456803,4.2425647382571015,3.056463557124103,1.2868868131020477,3.7924733657040632,3.1246294072106804,1.6305334207326614,2.2131046955191307,6.164673987053517,1.4093798408872515,2.5886884519153037,4.173954436104723,6.034586091208545
18_freekick3,62,22.225806451612904,88.90322580645162,25.0,100.0,44.61182171888689,,1.7012114848122732,16.85597427570798,4.269396619036115,8.875557835409653,4.9294453892531624,3.673968306542653,243.6723399567087,293.9871121344427,3.355070999407678,4.382070259457798,2.874599958341547,0.991958917201798,4.4352707845687815,6.461773775150162,2.6681059409138226,2.971797111046588,4.655224203920025,2.2945484737268287,4.225371580501671,1.753770526696803,3.5108211060871772
20_freekick,76,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
22_freekick,103,,,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
